0;2.2751E8;1.482803498868268E7;3791833.3333333335;247133.91647804467
1;2.2751E8;1.482997661437966E7;7583666.666666667;494300.19338437234
2;2.2751E8;1.4828371232569665E7;1.13755E7;741439.7139272001
3;2.2751E8;1.4828063848599736E7;1.5167333333333334E7;988574.1114038624
4;2.2751E8;1.482792793413693E7;1.8959166666666668E7;1235706.243639478
5;2.2751E8;1.4828416676554196E7;2.2751E7;1482846.521582048
6;2.2751E8;1.4830324503452368E7;2.6542833333333332E7;1730018.5966395873
7;2.2751E8;1.4830922634808253E7;3.0334666666666664E7;1977200.6405530581
8;2.2751E8;1.482808990335945E7;3.41265E7;2224335.472275716
9;2.2751E8;1.4829436390441898E7;3.7918333333333336E7;2471492.7454497474
10;2.2751E8;1.4829982140520383E7;4.171016666666667E7;2718659.1144584203
11;2.2751E8;1.482985823379308E7;4.550200000000001E7;2965823.418354972
12;2.2751E8;1.4829406151868552E7;4.929383333333334E7;3212980.187552781
13;2.2751E8;1.4829234378745388E7;5.308566666666668E7;3460134.093865204
14;2.2751E8;1.4828955044862647E7;5.6877500000000015E7;3707283.344612915
15;2.2751E8;1.482684897595197E7;6.066933333333335E7;3954397.4942121147
16;2.2751E8;1.4827333263399154E7;6.446116666666669E7;4201519.715268767
17;2.2751E8;1.4829038319033496E7;6.825300000000001E7;4448670.353919325
18;2.2751E8;1.4829148130665962E7;7.204483333333334E7;4695822.822763758
19;2.2751E8;1.4828780906471852E7;7.583666666666667E7;4942969.171204955
20;2.2751E8;1.4827048343319148E7;7.96285E7;5190086.6435936075
21;2.2751E8;1.482720091219632E7;8.342033333333333E7;5437206.658796879
22;2.2751E8;1.4826687627244815E7;8.721216666666666E7;5684318.11925096
23;2.2751E8;1.4827246676790696E7;9.100399999999999E7;5931438.897197471
24;2.2751E8;1.4827383208044432E7;9.479583333333331E7;6178561.950664878
25;2.2751E8;1.482951236585034E7;9.858766666666664E7;6425720.490095717
26;2.2751E8;1.4829634651955497E7;1.0237949999999997E8;6672881.067628308
27;2.2751E8;1.4827246517291758E7;1.061713333333333E8;6920001.8429165045
28;2.2751E8;1.482578273292929E7;1.0996316666666663E8;7167098.221798659
29;2.2751E8;1.4826434637085665E7;1.1375499999999996E8;7414205.465750087
30;2.2751E8;1.4829435157394316E7;1.1754683333333328E8;7661362.718373326
31;2.2751E8;1.4827961315852962E7;1.2133866666666661E8;7908495.406970875
32;2.2751E8;1.4827052629777063E7;1.2513049999999994E8;8155612.950800493
33;2.2751E8;1.4825352352473885E7;1.2892233333333327E8;8402702.156675057
34;2.2751E8;1.4829210715425238E7;1.327141666666666E8;8649855.668598812
35;2.2751E8;1.482770095287431E7;1.3650599999999994E8;8896984.017813385
36;2.2751E8;1.4825354578190167E7;1.4029783333333328E8;9144073.260783222
37;2.2751E8;1.482544856719397E7;1.4408966666666663E8;9391164.070236454
38;2.2751E8;1.482856753251126E7;1.4788149999999997E8;9638306.862444974
39;2.2751E8;1.4824822033435479E7;1.516733333333333E8;9885387.229668899
40;2.2751E8;1.482734916053474E7;1.5546516666666666E8;1.013250971567781E7
41;2.2751E8;1.482832395951325E7;1.59257E8;1.0379648448336365E7
42;2.2751E8;1.4824899403063618E7;1.6304883333333334E8;1.0626730105054092E7
43;2.2751E8;1.4827167967332378E7;1.668406666666667E8;1.0873849571176298E7
44;2.2751E8;1.4824421949157957E7;1.7063250000000003E8;1.1120923270328932E7
45;2.2751E8;1.4825617886068635E7;1.7442433333333337E8;1.136801690176341E7
46;2.2751E8;1.4825030485811792E7;1.7821616666666672E8;1.1615100743193606E7
47;2.2751E8;1.482469602111321E7;1.8200800000000006E8;1.1862179010212159E7
48;2.2751E8;1.4827677371059284E7;1.857998333333334E8;1.210930696639648E7
49;2.2751E8;1.482402117063934E7;1.8959166666666675E8;1.2356373985907137E7
50;2.2751E8;1.482461236202987E7;1.933835000000001E8;1.2603450858607635E7
51;2.2751E8;1.48276182747796E7;1.9717533333333343E8;1.2850577829853961E7
52;2.2751E8;1.4826241733713374E7;2.0096716666666678E8;1.3097681858749185E7
53;2.2751E8;1.4825514804632142E7;2.0475900000000012E8;1.334477377215972E7
54;2.2751E8;1.4826603879571836E7;2.0855083333333346E8;1.359188383681925E7
55;2.2751E8;1.4823406180655286E7;2.123426666666668E8;1.3838940606496839E7
